imei,vehicleName,lat,lng,utc_timestamp,isValid,speed,acc_status,d1_status,heading,altitude,lastIgnitionOnTime,lastIgnitionOffTime,todays_distance,lastNoGpsTime,odometerOffset,odometer,terminalInfo,lastFuelLevel,deviceType,todaysMovingTimeSeconds,todaysWaitingTimeSeconds,idleTimeSeconds,fuelChoice,lastDeviceFuelPercent,capacity,d1_name,d1_On_Seconds,temperature1,temp1Label,temperature2,temp2Label,temperatureUnit,featuresAllowed,agetime,datetime,ingested_at_utc
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297090,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896330,0,0,,,0 minutes,0,,0,,Celcius,0,9 seconds ago,2026-02-05 18:41:30,2026-02-05T13:11:39.575799
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297090,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896330,0,0,,,0 minutes,0,,0,,Celcius,0,11 seconds ago,2026-02-05 18:41:30,2026-02-05T13:11:41.309917
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297090,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896330,0,0,,,0 minutes,0,,0,,Celcius,0,12 seconds ago,2026-02-05 18:41:30,2026-02-05T13:11:42.611615
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297100,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896340,0,0,,,0 minutes,0,,0,,Celcius,0,4 seconds ago,2026-02-05 18:41:40,2026-02-05T13:11:43.826221
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297100,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896340,0,0,,,0 minutes,0,,0,,Celcius,0,5 seconds ago,2026-02-05 18:41:40,2026-02-05T13:11:45.027656
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297100,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896340,0,0,,,0 minutes,0,,0,,Celcius,0,6 seconds ago,2026-02-05 18:41:40,2026-02-05T13:11:46.364184
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297100,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896340,0,0,,,0 minutes,0,,0,,Celcius,0,7 seconds ago,2026-02-05 18:41:40,2026-02-05T13:11:47.593873
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297100,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896340,0,0,,,0 minutes,0,,0,,Celcius,0,9 seconds ago,2026-02-05 18:41:40,2026-02-05T13:11:49.118359
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297100,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896340,0,0,,,0 minutes,0,,0,,Celcius,0,10 seconds ago,2026-02-05 18:41:40,2026-02-05T13:11:50.556969
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297100,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896340,0,0,,,0 minutes,0,,0,,Celcius,0,12 seconds ago,2026-02-05 18:41:40,2026-02-05T13:11:52.199823
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297110,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896350,0,0,,,0 minutes,0,,0,,Celcius,0,4 seconds ago,2026-02-05 18:41:50,2026-02-05T13:11:53.832888
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297110,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896350,0,0,,,0 minutes,0,,0,,Celcius,0,5 seconds ago,2026-02-05 18:41:50,2026-02-05T13:11:55.077773
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297110,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896350,0,0,,,0 minutes,0,,0,,Celcius,0,7 seconds ago,2026-02-05 18:41:50,2026-02-05T13:11:56.695695
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297110,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896350,0,0,,,0 minutes,0,,0,,Celcius,0,8 seconds ago,2026-02-05 18:41:50,2026-02-05T13:11:57.940520
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297110,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896350,0,0,,,0 minutes,0,,0,,Celcius,0,9 seconds ago,2026-02-05 18:41:50,2026-02-05T13:11:59.439258
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297110,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896350,0,0,,,0 minutes,0,,0,,Celcius,0,11 seconds ago,2026-02-05 18:41:50,2026-02-05T13:12:00.740584
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297110,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896350,0,0,,,0 minutes,0,,0,,Celcius,0,12 seconds ago,2026-02-05 18:41:50,2026-02-05T13:12:02.225328
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297120,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896360,0,0,,,0 minutes,0,,0,,Celcius,0,4 seconds ago,2026-02-05 18:42:00,2026-02-05T13:12:05.326705
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297120,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896360,0,0,,,0 minutes,0,,0,,Celcius,0,6 seconds ago,2026-02-05 18:42:00,2026-02-05T13:12:06.526087
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297120,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896360,0,0,,,0 minutes,0,,0,,Celcius,0,8 seconds ago,2026-02-05 18:42:00,2026-02-05T13:12:07.826898
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297120,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896360,0,0,,,0 minutes,0,,0,,Celcius,0,9 seconds ago,2026-02-05 18:42:00,2026-02-05T13:12:09.050459
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297120,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896360,0,0,,,0 minutes,0,,0,,Celcius,0,10 seconds ago,2026-02-05 18:42:00,2026-02-05T13:12:10.451766
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297120,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896360,0,0,,,0 minutes,0,,0,,Celcius,0,12 seconds ago,2026-02-05 18:42:00,2026-02-05T13:12:11.726604
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297120,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896360,0,0,,,0 minutes,0,,0,,Celcius,0,13 seconds ago,2026-02-05 18:42:00,2026-02-05T13:12:12.920861
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297130,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896370,0,0,,,0 minutes,0,,0,,Celcius,0,4 seconds ago,2026-02-05 18:42:10,2026-02-05T13:12:14.157294
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297130,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896370,0,0,,,0 minutes,0,,0,,Celcius,0,5 seconds ago,2026-02-05 18:42:10,2026-02-05T13:12:15.355896
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297130,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896370,0,0,,,0 minutes,0,,0,,Celcius,0,6 seconds ago,2026-02-05 18:42:10,2026-02-05T13:12:16.606355
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297130,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896370,0,0,,,0 minutes,0,,0,,Celcius,0,8 seconds ago,2026-02-05 18:42:10,2026-02-05T13:12:17.822908
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297130,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896370,0,0,,,0 minutes,0,,0,,Celcius,0,9 seconds ago,2026-02-05 18:42:10,2026-02-05T13:12:19.456995
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297130,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896370,0,0,,,0 minutes,0,,0,,Celcius,0,11 seconds ago,2026-02-05 18:42:10,2026-02-05T13:12:20.699345
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297130,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896370,0,0,,,0 minutes,0,,0,,Celcius,0,12 seconds ago,2026-02-05 18:42:10,2026-02-05T13:12:21.937568
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297130,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896370,0,0,,,0 minutes,0,,0,,Celcius,0,13 seconds ago,2026-02-05 18:42:10,2026-02-05T13:12:23.223335
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297130,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896370,0,0,,,0 minutes,0,,0,,Celcius,0,14 seconds ago,2026-02-05 18:42:10,2026-02-05T13:12:24.554869
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297140,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896380,0,0,,,0 minutes,0,,0,,Celcius,0,6 seconds ago,2026-02-05 18:42:20,2026-02-05T13:12:25.936946
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297140,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896380,0,0,,,0 minutes,0,,0,,Celcius,0,7 seconds ago,2026-02-05 18:42:20,2026-02-05T13:12:27.132367
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297140,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896380,0,0,,,0 minutes,0,,0,,Celcius,0,8 seconds ago,2026-02-05 18:42:20,2026-02-05T13:12:28.350005
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297140,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896380,0,0,,,0 minutes,0,,0,,Celcius,0,10 seconds ago,2026-02-05 18:42:20,2026-02-05T13:12:29.696464
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297140,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896380,0,0,,,0 minutes,0,,0,,Celcius,0,11 seconds ago,2026-02-05 18:42:20,2026-02-05T13:12:30.935850
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297140,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896380,0,0,,,0 minutes,0,,0,,Celcius,0,12 seconds ago,2026-02-05 18:42:20,2026-02-05T13:12:32.154608
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297140,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896380,0,0,,,0 minutes,0,,0,,Celcius,0,14 seconds ago,2026-02-05 18:42:20,2026-02-05T13:12:33.893894
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297150,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896390,0,0,,,0 minutes,0,,0,,Celcius,0,5 seconds ago,2026-02-05 18:42:30,2026-02-05T13:12:35.138120
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297150,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896390,0,0,,,0 minutes,0,,0,,Celcius,0,6 seconds ago,2026-02-05 18:42:30,2026-02-05T13:12:36.379697
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297150,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896390,0,0,,,0 minutes,0,,0,,Celcius,0,7 seconds ago,2026-02-05 18:42:30,2026-02-05T13:12:37.573431
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297150,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896390,0,0,,,0 minutes,0,,0,,Celcius,0,9 seconds ago,2026-02-05 18:42:30,2026-02-05T13:12:38.905373
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297150,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896390,0,0,,,0 minutes,0,,0,,Celcius,0,10 seconds ago,2026-02-05 18:42:30,2026-02-05T13:12:40.221218
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297150,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896390,0,0,,,0 minutes,0,,0,,Celcius,0,12 seconds ago,2026-02-05 18:42:30,2026-02-05T13:12:41.964317
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297160,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896400,0,0,,,0 minutes,0,,0,,Celcius,0,3 seconds ago,2026-02-05 18:42:40,2026-02-05T13:12:43.213735
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297160,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896400,0,0,,,0 minutes,0,,0,,Celcius,0,5 seconds ago,2026-02-05 18:42:40,2026-02-05T13:12:44.643896
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297160,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896400,0,0,,,0 minutes,0,,0,,Celcius,0,6 seconds ago,2026-02-05 18:42:40,2026-02-05T13:12:45.991516
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297160,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896400,0,0,,,0 minutes,0,,0,,Celcius,0,7 seconds ago,2026-02-05 18:42:40,2026-02-05T13:12:47.555580
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297160,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896400,0,0,,,0 minutes,0,,0,,Celcius,0,9 seconds ago,2026-02-05 18:42:40,2026-02-05T13:12:48.822724
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297160,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896400,0,0,,,0 minutes,0,,0,,Celcius,0,10 seconds ago,2026-02-05 18:42:40,2026-02-05T13:12:50.176968
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297160,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896400,0,0,,,0 minutes,0,,0,,Celcius,0,11 seconds ago,2026-02-05 18:42:40,2026-02-05T13:12:51.619489
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297160,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896400,0,0,,,0 minutes,0,,0,,Celcius,0,13 seconds ago,2026-02-05 18:42:40,2026-02-05T13:12:53.025117
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297170,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896410,0,0,,,0 minutes,0,,0,,Celcius,0,4 seconds ago,2026-02-05 18:42:50,2026-02-05T13:12:54.655959
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297170,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896410,0,0,,,0 minutes,0,,0,,Celcius,0,6 seconds ago,2026-02-05 18:42:50,2026-02-05T13:12:55.901475
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297170,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896410,0,0,,,0 minutes,0,,0,,Celcius,0,7 seconds ago,2026-02-05 18:42:50,2026-02-05T13:12:57.423854
353691844468701,Shift Loni Kalbhor  MH 14 KA 9306,18.486805,74.13027,1770297170,1,0,0,0,321,563,1770285873,1770294175,253.62,,0,56326.71,16451,,Teltonika,34480,4372,8896410,0,0,,,0 minutes,0,,0,,Celcius,0,9 seconds ago,2026-02-05 18:42:50,2026-02-05T13:12:58.957386
